14178-151580	partial	-	Intelligent support hub, base 375 board — RE-MEASURED LIVE off its own card run 14178:144069 and FIXED (commit 966b57576). Matching after the fix: content column 343 at x=16 (was 311 under a flat px-8); grid TWO columns of 168 on an 8 gutter (card at x=0, x=176); card pitch preview 168x70 + 2 + label 167.5x70 = 142; label pane inner 143.5x46 at (12,12) with a 40x40 tile carrying a 16 glyph at y=3, a 10 gap, a 93.5 text column, title box 18 tall at y=0 and the tier block at y=22 as a 24px icons/tiers at x=0 with the word at x=28; top inset 16 under the 48 header. NOT matching, deliberately: the tier WORDS (frame says Gold on four of five cards, SCREEN_TIERS — the map ScreenGate reads — says bronze/silver/bronze/silver/bronze; a badge is an entitlement claim) and the preview pane (both hub variants bake fabricated numbers into it, so it ships as the frame's Green Coal 100 wash carrying the destination glyph).
14316-248325	partial	-	Intelligent support hub, ALT 2 375 board — READ LIVE and it CONTRADICTS the base 375 board 14178-151580 at the same width, so neither side was built. Matching: content column 343 at (16,64); hero 343x144 = title 30 at y=0, subtitle 36 at y=40, search input 343x44 at y=100; Models row 36 high with a 22-high label at y=7. Departing: this board's Frame 1000003854 stacks ONE 343-wide, 209-tall card per position (rows at y=0/434/868, cards at y=0 and y=217 within each) where the base board puts two 168-wide cards side by side; and its Models header carries two 36x36 CTAs at x=261 and x=307 (14316:255759 / :255760) the base board does not draw. DECISION: which 375 board governs the hub.
13436-180687	partial	-	Sentiment 'View all topics' overlay — READ LIVE (get_metadata on the frame, get_design_context on 13436:181796 and 13436:181811) and BUILT (commit fba761d5e). Matching: 680-wide card over the dimmed board; header Frame 299 680x52, 24px top corners, 16 side inset, 4 top pad, bottom menu padding 8/6 round a 34-high row; tab strip on a 24 gutter, Manrope 14/18 tracking -0.04em, open tab white over a 28px rule on the header's bottom edge, rest #95A09F; post band px16/py4 with a 75-wide left column (24-wide Mulish 12/16 rank, 32px r8 tile, 24px circle, 10 apart) beside a 1px #123F3C card r8 p16 gap8; head row 24 avatar + Manrope Bold 12/16 handle against Mulish 12/16 white @64% time, #56C7F3 'Jump to post' and two 16px glyphs on an 8 gutter; 1px row rules; 54-high pager. NOT matching, and it cannot: no posts source exists — social_posts has no migration, getSocialPosts filters an always-empty in-memory stream, fetchAssetSentiment returns topBullishPosts/topBearishPosts as [] — so the body renders its explicit empty state and the tab strip derives its tabs from the platforms real posts carry rather than the frame's Skai/Instagram/X/Facebook, which SocialPlatform has no members for.
13008-122995	partial	-	Home 2 whales flow bento, 375. Re-read live 2026-09-15 (get_metadata) and the row internals wave 43 held it on were diffed value by value against WhalesScreen.tsx at HEAD (wave 23 commit 036150868), delta zero: header track Frame 284 331x14 on an 8 inset with two 165.5 halves at 10/14 and the rule 8 below; rows 60 tall with 8 of air on each side of every rule; the row card at (8,8) = p-2, 315 wide, its first line 26 and its second 16 with a 2 seam (8+26+2+16+8 = 60); a 24 avatar, the name 8 clear, the buys/sells 8 after it and the volume right-packed; five 6-tall bars on a 4 gutter filling 209 with a 106 percent column hard against them, 315 less 106 exactly; section head 18 tall with a 16 glyph 4 away and 24 to the table; NFA card 331x72 at (8,8) with its inner 297x48 at (14,12) = py-3 pl-[14px] pr-5, a 16 glyph 6 from a 16-tall title over a 4 seam and two 14-tall lines; card-to-section and section-to-section both 24. NOT a match line because the read found a NEW gap wave 43 did not state: Frame 270, the bento's own 76-tall header, draws two 169.5-wide toggles 8 apart across the full 347 with a 147x28 CTA centred 48 under them, where the build draws a title with a select pill beside it - and the file cites the OTHER 375 whales board (7298:71664/71665) for that. Two boards, two headers; a ruling, not a fix. No browser: source-vs-node.
13401-171586	partial	-	Market signals 1440. Wave 43's miss (2) is BUILT (commit 708524dea): Frame 373, the scope run beside the title - four 32px discs on a 40 pitch, the first labelled All, 152 wide - replaces the LIVE/Offline pill the screen used to put there. size-8 on gap-2 gives the 40 pitch and the third token disc is hidden below lg because the 375 cut draws three slots to this board's four. The discs are the live feed's own first three markets in feed order and clicking one scopes the list, so no disc asserts a market the source never reported; with no signals it is the All disc alone and the list states the offline read in full. Confirmed unchanged from wave 43's reading: H1 32/36, CTA 158x36, subtitle 8 under the title wrapped at 622, the filter bar 25 under the header, the DirToggle run on 24 with a 54x22 selected chip, search 200x34 and a 140x34 select 8 right of it, body 680 + 16 + 448 with rows 126 open and 50 collapsed on 8. STILL OPEN: the 1144 content column against the build's 1220, which is aiHomeContainer.test.ts's pinned literal and not this lane's file; and the back control, a bare 24x24 glyph with the heading 10 clear in the frame against a size-8 box on gap-3 that backControlTouchFloor.test.ts argues for in writing. No browser: source-vs-node.
14160-137998	partial	-	Market signals 375, read live 2026-09-15 (get_metadata) for the first time and BUILT (708524dea). Matching: Frame 345 32 tall with a 24 back glyph at (0,4) and the heading 34 in; subtitle 8 under it at 303x48; Frame 1137 24 under an 88-tall header; Frame 403 68 tall as a 20-tall chip run over a 32-tall search row 16 below, the search filling 231 and the order select 104 hard right on an 8 gutter; search 16 left inset, 16 glyph, 10 gutter to a placeholder at x=34; body 16 under the bar with the At-a-glance panel 16 under the list. Built: Frame 373 14160:137606, 112 wide, three 32px discs on the same 40 pitch as the 1440 board's four - which is why the third is hidden below lg. TWO OPEN, both NEW measurements. The content column is 343 at x=16 here and the shared container's px-6 gives 327: wave 43 only ever weighed the 1440 column, and the phone inset is 16. And the rows cut 120 open / 46 collapsed on 8 where 1440 draws 126 / 50; the accordion lives in feed/AiSignalsCards.tsx, outside this lane. No browser: source-vs-node.
13425-174581	partial	-	News 1440, read live 2026-09-15 (get_metadata) - wave 43 recorded this board node as cited nowhere in src/, so this is its first reading - and BUILT (8b555cc79). Matching: header Frame 1139 1144x36, a 24 back glyph with the title 34 in, and Frame 1016 right-packed as a 36x36 round button 12 clear of a 158x36 CTA; filter bar 25 under the header with the order select HIDDEN on this board and the 200x34 search alone at the right; body 680 feed + 16 + 448 rail. Built this run: Frame 346, the prompt row - each labels/tag 28 tall on a 12 left inset with a 16 glyph and the label opening at x=32 (a 4 gutter), closing 12 short of its right edge, the four at 188 / 223 / 212 / 132 and 8 apart, 16 clear above and below. The build shipped 26 tall with a 14 glyph on a 6 gutter. NOT a match line, and the reason is structural rather than a number: Frame 686 draws a magazine grid - a 680x196 hero of a 324 text block beside a 332x196 image, a rule at 228, then paired 332-wide cards - where the build renders a single-column NewsCard list. That is a rebuild with a per-item image requirement. No browser: source-vs-node.
13431-179336	partial	-	Sentiment 1440, read live 2026-09-15 (get_metadata) - only its title child was cited in src/ before this - and BUILT (a5b8b97d3). Confirmed value for value: Frame 1183 1144 wide as a 680 main column at x=0 and a 448 rail at x=696, a 16 gutter; the main column Social sentiment 321, Trending topics 500 at y=337 and the heat map 500 at y=853, both on 16; the rail Fear & greed 100 over Platform breakdown 422 at y=124. SentimentScreen states all of those by node id and ships them, including the phone order it re-deals. Built this run: the subtitle seam - Frame 345 is 36 tall with the subtitle at y=44, an 8 seam, where the build shipped 4. STILL PARTIAL on two, both reasoned in the file: the shared content column, and the rail's own 24 seam, which a grid cannot hold because a row is as tall as its tallest member. The two-flex-column form that closes it was built here and REVERTED - grouping the columns in the DOM moves the visual-versus-tab-order mismatch off the desktop rail and onto the phone's linear stack, which is the worse trade. No browser: source-vs-node.
13438-182088	partial	-	Analysis 1440, read live 2026-09-15 (get_metadata) for its own body - wave 43 found it cited only in cross-screen ramps - and BUILT (8b555cc79, a5b8b97d3). Matching: header Frame 1138 1144x66 with a 24 back glyph, the title 34 in, and Frame 1016's run of a 36x36 round button, a 147x32 Display settings pill and a 92.59x32 Live pill on a 12 gutter, in that order; body Frame 1183 as a 448x520 orb at x=0 and a 680 card stack at x=464, 16 apart, four cards 124 tall on a 132 pitch with a 100px tile at (12,12). Built: the consensus chip, Frame 1000003822, 188x38 as a 118 identity pill and a 68 figure pill 2 apart - identity 6 / 24 glyph / 8 / symbol / 8 / tag / 12 closing on 118, figure a flat 12 round a 44-wide number closing on 68 - against a shipped 36 tall with 12/16 padding; and the subtitle, 8 under the heading rather than 4. Open: the shared content column, which on this screen also stretches the 448+16+680 body. No browser: source-vs-node.
14113-76027	partial	-	Analysis 768, read live 2026-09-15 (get_metadata) for the first time, and it is the board that turned the 1440 consensus-chip fix into a RAMP instead of a flat value - the failure a one-board read would have shipped. The chip is 176x36 here (117 + 2 + 57) against 1440's 188x38 (118 + 2 + 68), its figure is 16/20 against 22/26 and its symbol 14/16 against 14/18; AnalysisScreen now steps all three at lg, skeleton included (a5b8b97d3). Also confirmed: header Frame 1138 708x54 with a 24 back glyph at (0,2), a 28-tall title 34 in, the subtitle 8 under it, and Frame 1016 as 32 + 133 + 88.59 on a 12 gutter; body Frame 1183 stacking a full-width 708x450 orb over a 708 card stack 16 below, cards 122 tall on a 130 pitch with a 100x98 tile. Open: the content column is 708 at x=30 where the build's px-6 gives 720 at x=24 - the shared fence, measured at 768 for the first time; and the chip row sits 32 under the header here against 1440's 25, which the two boards disagree on, so it is recorded rather than stepped. No browser: source-vs-node.
