# key	status	primaryFile	route	reason	bp
# Wave 58, 2026-09-21, lane `onboarding-landing` (modules/skai-landing/src/, modules/skai-landing/public/,
# src/components/auth/, src/pages/auth/, src/components/onboarding/, src/pages/oauth/). `src/components/auth/`
# is released back to this lane this wave. `modules/skai-ui/src/` has NO lane this wave and the orchestrator
# released the two named declarations below to me at 16:2x; every other skai-ui path is still read-only here.
# Rows are the frames this pass REACHED; every other row of the slice stands on its earlier reading.
#
# READS. Every row names the node it was read from and the tool. Wave 57's corrections were re-derived
# rather than carried: 11189:3296 was re-opened with get_design_context this pass and the string quoted
# back, because the comment that was about to be rewritten asserted the opposite and an accusation needs
# more proof than the claim it overturns.
2005-20686	done	modules/skai-ui/src/components/overlays/wallet-choice-modal.tsx	/ (WalletChoice, skai-landing)	CORRECTED LATER THE SAME PASS: THE FIRST done ON THIS ROW (skai-ui 886f565) WAS WRONG BY THE BOX BORDER, and it was this lane's own verdict. The modal box at wallet-choice-modal.tsx:141 carried a real 1px border border-[#123f3c]; with border-box that comes off the content, so at md the 468 box held a 434 column, not the board's 436, and stood 319 tall against 317. The board lays its column out inside the stroke (2005:21380 468x317, the 436 column at x=16), and the first reading counted the 468 and the 436 as matched without subtracting the border. Found by following the auth-modal referral-rule defect into its siblings. BUILT in skai-ui 'fix(overlays): draw the wallet-choice and verification boxes' hairline inside the box': the stroke is now an inset ring, shadow-[inset_0_0_0_1px_#123f3c,0px_10px_80px_0px_rgba(0,0,0,0.25)], the declaration auth-modal.tsx:373 has carried since d589754, so the column is 436 and the box sums 16+16+24+28+16+19+24+70+18+70+16 = 317. overlay-hairline.test.tsx pins the ring and the absence of a border class on both boxes. The same border reached two rows closed by other passes, and this fix makes their stated numbers true rather than reopening them: 2005-11493 (wave 54 stated a 400 row at lg; it shipped 398) and 2005-19226 / 2005-19956 (wave 57 stated a 436 column at md; the verification box shipped 434). Neither was re-read here. HAND-OFF, UNMOUNTED: waitlist-modal.tsx:248 carries the same border, but nothing in skai-landing or the app mounts WaitlistModal (AuthModal replaced it; showWaitlistModal in LandingWaitlist.tsx is only a state name), so it reaches no screen and changing it would not move any frame. [The first reading, kept as written:] CLOSED. The one open term was the subtitle type and it is now built. Read live 2026-09-21 with get_design_context on the content block 2005:21385: the title 2005:21386 is Manrope Light 24/28 at -0.96 (Md/Super-headline 4 300) over a 16 gap, and the subtitle 2005:21388 is Manrope Regular 14/18.048309 at -0.56 (Md/Sub-headline 2 300) - so the line box reads 19 and the content block stands 28+16+19 = 63, which is the board's 436x63 at 16,56. wallet-choice-modal.tsx:162 shipped md:text-[16px] md:leading-[22px] with no tracking, standing the block 66 and putting Frame 167 at 146 where the board draws 143, a 3px shift on everything below it. BUILT: the md rung is now md:leading-[18.05px] md:tracking-[-0.56px] with the redundant md:text-[16px] dropped (base is already 14), which is exactly the declaration the sibling email-verification-modal.tsx:330 already carried for the same token. The base and lg rungs were NOT touched - 2005-30878 (375) and the 1440 twin were not read this pass, so nothing was changed on a rung I did not measure. Everything else on this board was matched in wave 57 and re-checked here off the same node: the 468 box, the 436 column, the 16/24 controls rhythm, the 18 row gap, the 70 row and the 404x38 content, and the logo-to-text 63.40567 which is 31.40567 + 16 + a zero-width rule + 16 and already ships. The catalog's skai-landing primaryFile is a 30-line adapter, so column 3 names the file that actually draws it; modules/skai-landing/src/components/WalletChoiceModal.tsx is the mount.	1440=n-a 768=done 375=n-a @2026-09-21/wave58-onboarding-landing
10767-307473	partial	modules/skai-ui/src/lib/content.ts	/ and /ref/:code (skai-landing)	PARTIAL, unchanged, on one string that is Casey's to rule - but the FALSE COMMENT ABOVE IT IS NOW GONE, which is the thing that kept re-creating the error. content.ts:218-220 asserted that 11189:2629 and 11225:181650 read the shipped `Users are already on this list`. They do not. 11189:3296 was re-opened with get_design_context this pass, first-hand rather than carried from wave 57, and reads `Users are already winning with us` (Manrope Regular 12/16 at -0.48, Md/Paragraph 2 300, beside a Mulish Regular 14/16 at -0.56 count - both values already shipping since 242b2f5). 11225:182317 reads the same and this 1440 board's 10767:308133 reads `Traders are already winning with us`. Three readings, no two alike, and the shipped string is on no board at all. BUILT: the comment now quotes all three with their node ids so the next reader can re-derive instead of trusting it; counterSuffix itself is UNTOUCHED because one constant cannot be two boards and the wording is a Casey call. Every geometric term on this board matched at HEAD in wave 57 and nothing in the file changed under it since.	1440=partial 768=n-a 375=n-a @2026-09-21/wave58-onboarding-landing
11189-2629	partial	modules/skai-ui/src/lib/content.ts	/ and /ref/:code (skai-landing)	PARTIAL on the same single string as 10767-307473, and this is the board whose own text node was re-read this pass: get_design_context on the CRO 11189:3292 returns 11189:3296 reading `Users are already winning with us`, with the count 11189:3295 `200k` in Mulish Regular 14/16 at -0.56 and the suffix in Manrope Regular 12/16 at -0.48. That confirms wave 57's correction at first hand and it also confirms the type split 242b2f5 built - the count reaches 14px a rung before the suffix does. The comment at content.ts:218-220 that named THIS node as reading the shipped string is corrected this pass. counterSuffix stays as it is; the wording is Casey's.	1440=n-a 768=partial 375=n-a @2026-09-21/wave58-onboarding-landing
11225-181650	partial	modules/skai-ui/src/lib/content.ts	/ and /ref/:code (skai-landing)	PARTIAL on the same single string. Not re-opened this pass - the seat went to 11189:3296, its twin, where the correction could be proved on one of the two nodes the false comment named; 11225:182317 stands on wave 57's live reading of `Users are already winning with us`, and the row says so rather than claiming a read it did not make. The comment correction covers this node too and quotes its id. counterSuffix stays; wording is Casey's.	1440=n-a 768=n-a 375=partial @2026-09-21/wave58-onboarding-landing
2005-27956	done	modules/skai-ui/src/components/overlays/auth-modal.tsx	/ (FlowStep auth, skai-landing)	CLOSED BY SUPERSESSION, on the 2005-17764 precedent. The hold this row carried (as 2005-9301) was on the May modal, and Casey's 2026-09-19 ruling that the August set governs is the ruling it was waiting for. Read live 2026-09-21 with get_metadata on the May modal 2005:28650 and on the governing August Sign up modal 11225:183084 beside it. MAY: 358x378 at 8,217.5 on an 8 inset (column 342); a controls row 342x16 at 8,16 holding close alone at x=318; a content block 342x68 at 8,52 - a centred 342x24 title over a 342x36 two-line description at +32; input top 342x66 at 8,140 - a 14 label with its text inset 14, then a 342x44 field at +22 whose content is 314x16 at 14,14 with the placeholder at x=0 and a 66-wide ENTER affordance flush right (16 glyph, 42 word at x=24); Button/large 342x44 at 8,226; Frame 168 342x14 at 8,290 (144 rules either side of a 16 word at x=163); Frame 167 342x46 at 8,324 holding two 167x46 buttons 8 apart with 17.67x18 logos; 8 of floor. Seams 20 throughout. AUGUST: 358x526 at 9,143 on the same 8 inset and the same 20 seam; ONE 342x24 header bar at 8,24 (16 glyph slots at x=0 and x=326, title 278 at x=32); input/primary-inputs 342x70 at 8,68 (14 + 8 + 48); a referral row Frame 197 342x48 at 8,158; CTA/button 342x44 at 8,226; Frame 168 342x14 at 8,290; Frame 194 342x96 at 8,324 - two 167x40 socials, 16, then four 79.5x40 wallet buttons 8 apart; the login line 342x14 at 8,440; terms 314x28 at x=14 on 8,474; 24 of floor. THE DELTAS, all off the nodes: 378 to 526 tall; the 16 top inset to 24 and the 8 floor to 24; controls plus centred title plus two-line description replaced by one header bar; field 44 to 48; socials 46 to 40 on an unchanged 167/8 grid; and August ADDS the referral row, the wallet row, the login line and the terms line. Continue 342x44, the OR row and the 20 seam carry over unchanged. THE COMPONENT SHIPS AUGUST at 375: max-w-[358px] rounded-[20px] px-2 pt-6 pb-6 gap-5 on the modal (auth-modal.tsx:373), the 20/24 title, FIELD_BOX h-12 for the 48, py-[14px] on a 16 line for the 44, SOCIAL_BUTTON and WALLET_BUTTON py-3 around a 16 glyph for the 40 with no-min-size so the 44 floor does not lift them, gap-4 between the pairs, and the terms on max-w-[314px]; mounted at skai-landing LandingWaitlist.tsx:2700 with onWalletLogin live (VITE_WALLET_LOGIN is unset, so WALLET_LOGIN_ENABLED is true). Two residual 2px terms against the AUGUST board were measured this pass and are written up on 11225-182385, not counted twice here. No vverify line: the app does not match THIS board and must not be recorded as doing so.	1440=n-a 768=n-a 375=done @2026-09-21/wave58-onboarding-landing
2005-28687	done	modules/skai-ui/src/components/overlays/auth-modal.tsx	/ (FlowStep auth, skai-landing)	CLOSED BY SUPERSESSION on the same terms as 2005-27956, its empty twin. Read live 2026-09-21 with get_metadata on the whole board; the modal is 2005:29381, 358x378 at 8,217.5, and it is node for node the geometry of 2005:28650: controls 342x16 at 8,16 with close at x=318; content 342x68 at 8,52 (24 title, 36 description at +32); input top 342x66 at 8,140 with the 44 field's content 314x16 at 14,14; Button/large 342x44 at 8,226 with Continue 60x16 at 141,14; Frame 168 342x14 at 8,290; Frame 167 342x46 at 8,324; 8 of floor. The only differences from the empty board are the typed address 2005:29396 (david@skia.trade, 110 wide, where the placeholder is 149) and nothing else - the ENTER affordance Frame 166 is 66x16 at x=248 on BOTH boards, so on the May set it is not a filled-state element. On August it is: the component raises its ENTER hint only once the field holds text (auth-modal.tsx:469), which is what the governing in-context Sign up board 10734:74251 draws, so the May board's always-on hint is superseded along with the rest. Governing board 11225:183084, read live beside it: every delta listed on 2005-27956 applies unchanged. No vverify line, for the reason given there.	1440=n-a 768=n-a 375=done @2026-09-21/wave58-onboarding-landing
11225-182385	done	modules/skai-ui/src/components/overlays/auth-modal.tsx	/ (FlowStep auth, skai-landing)	RE-OPENED AND CLOSED THIS PASS. Wave 50 closed this board on a source-vs-node reading that counted the referral row as rule / 16 / 16 / 16 / rule = 48; the board agrees, the component did not. Read live 2026-09-21 with get_metadata on the modal 11225:183084: 358x526 at 9,143, inset 8, pt 24, pb 24, every seam 20 - header 342x24 at y=24, input/primary-inputs 342x70 at 68, Frame 197 342x48 at 158 whose two rules (Frame 196 at y=0, Frame 195 at y=48) are ZERO-HEIGHT vectors around a 16 content row at y=16, CTA/button 342x44 at 226, Frame 168 342x14 at 290 with the OR word 16x14, Frame 194 342x96 at 324, the login line 342x14 at 440, terms 314x28 at x=14 on 474. TWO TERMS WERE OFF, both measured off the source rather than a render: (1) the collapsed referral wrapper carried border-y, which adds 1px above and 1px below a 48 button (py-4 around the 16 chevron), so the row stood 50 and every row under it sat 2px low; (2) e029d73 had put leading-[16px] on the OR word for both modes off the LOGIN board 11225:187069 (read live this pass beside it: Frame 168 342x16, OR 16x16), but this SIGN UP board draws the row 14 - the two August boards disagree by mode. The column summed 24+24+20+70+20+50+20+44+20+16+20+96+20+14+20+28+24 = 530 against the frame's 526. BUILT: the rules are now inset rings on the row (shadow-[inset_0_1px_0_#123f3c,inset_0_-1px_0_#123f3c]), the same inside-the-box idiom FIELD_BOX uses since d589754, so the row is 48; and the 16 leading on OR applies on login only (!isSignup), so sign up takes Paragraph 2's own 14 at base. The column now sums 526 exactly. Login is untouched at every width (it has no referral row and keeps its 16 OR). auth-modal.test.tsx pins both declarations - no border class on the row, the inset rings present, the 16 override on login and absent on sign up - 26 green from inside skai-ui; tsc on skai-ui reports two errors, both in src/__tests__/figmaIconPaintServerIds.test.tsx, none in either touched file. DONE ON THE SOURCE: reaches skai.trade when dist is rebuilt at the fold. Mounted at skai-landing LandingWaitlist.tsx:2700.	1440=n-a 768=n-a 375=done @2026-09-21/wave58-onboarding-landing
11220-175352	done	modules/skai-ui/src/components/overlays/auth-modal.tsx	/ (FlowStep auth, skai-landing)	RE-MEASURED AND CLOSED on the referral term, which was 2px off here too. Read live 2026-09-21 with get_metadata on the modal 11189:4066: 468x578 at 150,223, inset 16, pt 16, pb 32, every seam 24 - header 436x28 at y=16, input/primary-inputs 436x74 at 68, Frame 197 436x48 at 166 between zero-height rules (content 436x16 at y=16), CTA/button 436x50 at 238, Frame 168 436x16 at 312 (191 rules either side of a 16 word at x=210), Frame 194 436x98 at 352 (two 214x42, 16, four 103x40), login line 436x16 at 474, terms 314x32 at x=61 on 514. The component's md rung had stood the referral row 50 (md:leading-[16px] under a 16 chevron, py-4, plus border-y's 2), putting Continue at 240 and the modal at 580. With the rules moved inside the box (same commit as 11225-182385) the column sums 16+28+24+74+24+48+24+50+24+16+24+98+24+16+24+32+32 = 578, the frame's own height. The OR stays 16 at md in both modes, which is what this board and the login 768 board both draw; the login-only override is a base-rung declaration and does not reach md. Every other term re-checked off this read against HEAD: md:max-w-[468px], md:px-4, md:pt-4, md:pb-8, md:gap-6, FIELD_BOX md:h-[50px], Continue md:py-4 on an 18 line, SOCIAL_BUTTON py-3 on an 18 row for 42, WALLET_BUTTON py-3 on a 16 glyph for 40, gap-4 between the pairs, terms max-w-[314px].	1440=n-a 768=done 375=n-a @2026-09-21/wave58-onboarding-landing
10734-73582	done	modules/skai-ui/src/components/overlays/auth-modal.tsx	/ (FlowStep auth, skai-landing)	RE-MEASURED AND CLOSED on the referral term. Read live 2026-09-21 with get_metadata on the modal 10734:74251: 448x652 at 496,124, inset 24, pt 24, pb 40, every seam 24 - header 400x36, input/primary-inputs 400x88 at 84, Frame 197 400x50 at 196 between zero-height rules (Frame 196 at y=0, Frame 195 at y=50, content 400x18 at y=16), CTA/button 400x62 at 270, Frame 168 400x18 at 356 (171.5 rules, 19 word), Frame 194 400x112 at 398, login line 400x18 at 534, terms 314x36 at x=43 on 576. Wave 50's reading of the row (rule / 16 / 18 / 16 / rule = 50) was right about the board; the component's lg rung stood it 52 because border-y added 2 to the 50 button, so the column summed 654. Moved inside the box in the same commit as 11225-182385, it sums 24+36+24+88+24+50+24+62+24+18+24+112+24+18+24+36+40 = 652. The OR is 18 on lg:leading-[18px] in both modes, untouched.	1440=done 768=n-a 375=n-a @2026-09-21/wave58-onboarding-landing
11225-183314	done	modules/skai-ui/src/components/overlays/auth-modal.tsx	/ (FlowStep auth, skai-landing)	RE-MEASURED 2026-09-21 because the sign-up OR change reaches it. get_metadata on the referral-open modal 11225:183983: 358x550 at 9,131, the same 8 / 24 / 24 insets and 20 seam as 11225:183084; header 342x24; input/primary-inputs 342x70 at 68; Frame 198 342x72 at 158 (label row 16 with the 14 text at y=1 and a 16 glyph, 8, field 48); CTA 342x44 at 250; Frame 168 342x14 at 314 with the OR word 16x14 - so the open state draws the same 14 as the collapsed sign-up board, which confirms the 14 belongs to the mode and not to one board; Frame 194 342x96 at 348; login line 14 at 464; terms 314x28 on 498. The component: the open group is the label row (16, set by the h-4 chevron), gap-2 and FIELD_BOX h-12, so 72; with sign up now on Paragraph 2's own 14 the column sums 24+24+20+70+20+72+20+44+20+14+20+96+20+14+20+28+24 = 550, the frame's height, where it summed 552 before this pass. The referral-rule change does not reach this board, which draws no rules. The Phantom twin 11229-190494 is the same sign-up modal under the handshake sheet and was NOT re-read.	1440=n-a 768=n-a 375=done @2026-09-21/wave58-onboarding-landing
