8583-127820	partial	-	Full-scroll-independent desktop root. PredictPage wires nav+hero+insights+grid. Built and reachable: the chance-donut card, the multi-deadline grouped card (GroupedMarketCard + lib/predict/eventGroups.ts, mounted at PredictPage.tsx:482 inside the live grid, re-verified 2026-08-05) and the platform FAQ accordion that closes the frame (PredictFaq). ALSO BUILT 2026-08-05: the right column's Breaking-news block is now the frame's ranked movers list (PredictInsightsPanel -> MoverRow) instead of a hardcoded unavailable panel; it renders empty today because outcome_trades is zero-row. STILL UNBUILT, both DECLINED rather than deferred: the two-team three-odds sports card, which needs a home/draw/away price and no SKAI venue is 3-outcome; and the numeric-bucket multi-row card - Fed decision in March, Elon Musk # tweets 260-349 / 350-460 - whose rows are not separate markets on any venue.
8610-163972	partial	-	Full-scroll desktop root, 1440x2842. THE FOOTER GAP THIS ROW NAMED IS CLOSED 2026-08-05, and it turned out to be two different things filed as one. (1) The Home/Help/Terms/Privacy nav under the short Skai wordmark (nodes 8610:164927-164930, logo 8610:164978 at y=2714) is SiteFooter - already shipped on Portfolio, Screener, Upgrade, Launch-live and the legal pages, its four links are exactly the frame's four, and all four resolve to real routes (App.tsx:1429/1431/1445). It is now rendered at the end of PredictPage after PredictFaq. (2) The price ticker strip is NOT a page block: it is `Frame 7` at y=2826, 16px tall, hard against the bottom edge - i.e. the FIXED HomeBottomTicker bar that HomeShellLayout already mounts over every main-app route including /predict/all (App.tsx:918). Re-cutting it inside the page would have put two tickers on screen, so it was deliberately left alone and a test pins that. Care taken on the footer: PredictPage hardcodes bg-green-coal-300 while SiteFooter uses the theme-adaptive text-foreground token, so under .light (--foreground: 222 47pct 11pct) the links would have rendered near-black on near-black. The two tokens the footer reads are re-declared at their :root dark values on the footer element itself, which fixes it without touching the shared component. STILL PARTIAL: the live sports scoreboard hero - GER 1-0 POR with a live minute, per-side odds and a two-series chart - has no component and no feed, and the card-archetype gap is the same as 8583-127820. The FAQ accordion this frame ends on IS built - see PredictFaq
3322-6501	match	/home/skai/.claude/jobs/6c09754a/tmp/shots/predict-market.png	sample market dollar-only; PredictMarketDetail wired to venue path, geo-gated
3288-23300	match	/home/skai/.claude/jobs/6c09754a/tmp/shots/predict-market.png	PredictMarketDetail explicitly cites this node; two-col detail wired, geo-gated
3325-19591	match	/home/skai/.claude/jobs/6c09754a/tmp/shots/predict-market.png	all-expanded detail variant; modules/tabs wired in PredictMarketDetail, geo-gated
8909-138276	match	/home/skai/.claude/jobs/6c09754a/tmp/shots/predict-market.png	add-rewards detail variant; LP rewards module wired, geo-gated locally
8909-140523	match	/home/skai/.claude/jobs/6c09754a/tmp/shots/predict-market.png	add-rewards detail variant; same wired detail as 8909-138276, geo-gated
8583-131053	partial	-	Route /predict/all renders past gate exit-0. Sort tabs Trending/Breaking/New all render DISABLED with reasons (no volume, no priced trade history, no createdAt on the local feed) so the on:click active state cannot be reached locally - note all three are DERIVED from the live board, not hardcoded, and Breaking's derivation was rebuilt 2026-08-05. Category tabs verified working numerically: aria-pressed moves All to Politics on click. FIXED an earlier pass: the search + sliders icons in the All-prediction-markets cluster were hand-drawn inline svg paths, now FigmaSearchIcon and FigmaSlidersIcon from @skai/ui/icons, confirmed in DOM viewBox 0 0 12.157 12.157 and the 16x16 two-circle sliders glyph. SURPLUS none in the page body. MISSING vs Figma: favourite heart icon deliberately omitted, no favourites backend.
3562-40397	partial	tmp/shots-predict/pv-dash.png	CORRECTION to the earlier wired-verify pass: this is NOT zero-impl with no route. Fully built at src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx mounted at /predict behind REDESIGN_PREDICT which defaults OFF. Verified exit-0 on a private dev server with VITE_REDESIGN_PREDICT=true and VITE_GEO_FAIL_OPEN=true. Tab row matches Figma. 2026-08-05: the 'AI Analysis' CTA is no longer a disabled dead control - it deep-links to the existing AI chat via ?prompt=, the same contract Portfolio's AI Analysis and Rewards' Ask SKAI AI already use. Card content unverifiable locally, empty feed.
3554-10890	partial	tmp/shots-predict/pv-dash.png	Same screen as 3562-40397, the 1VH compact variant. Route exists and renders exit-0 with REDESIGN_PREDICT on, contradicting the not-started status. Carries the 2026-08-05 live AI Analysis CTA. Cannot confirm the compact vs full spacing difference: the feed is empty locally so only the header, tab row and empty panel render.
3269-17599	partial	-	CORRECTED 2026-08-05, and the correction is the whole point of this row. It was filed as a "layout 2 ALT variant of the DASHBOARD" and left deferred against PredictDashboardScreen. It is not a Dashboard frame at all - it is the desktop /predict ROOT at 1440, the same screen as 8583-127820 / 8610-163972, read from the Figma layer tree: the All prediction markets grid with the same four card archetypes (Aston villa AVL 18 pct / Chelsea CHE 83 pct three-odds, the Miguel Diaz-Canel multi-deadline card, the Elon Musk 260-349 / 350-460 numeric buckets, the chance-donut card), Show more markets, Breaking news 1-5, Hot topics, the Home/Help/Terms/Privacy footer, the price ticker strip and the four-question FAQ. So it maps to PredictPage, not the dashboard. BUILT and reachable: the grid, Breaking news (PredictInsightsPanel -> MoverRow), the FAQ (PredictFaq), and as of 2026-08-05 the footer (SiteFooter, PredictPage.tsx) - the ticker strip is the app-wide fixed HomeBottomTicker the shell already mounts. NOT BUILT and each with a named reason: the GER 1-0 POR live sports scoreboard hero (no live sports feed - the sportsbook ODDS key is revoked), Hot topics (wants sUSD traded TODAY, only lifetime volume exists), a Tweet markets nav tab (no tweet-market venue), a Top movers block (event + leading candidate + delta, needs multi-candidate events and the board has none), and the two declined card archetypes
10097-220101	partial	-	NEWLY ASSESSED 2026-08-05 - this frame had no vverify row at all, so the layout 2 ALT family was carrying an unknown verdict on evidence from only one of its two frames. Read from the Figma layer tree: it is the SECOND cut of the same desktop /predict root as 3269-17599, with the identical scoreboard hero, Breaking news, Hot topics, Top movers, Tweet markets tab and card grid. The single content difference is its tail - it ends at Show more markets and the FAQ with NO footer and NO ticker strip, where 3269-17599 draws both. Same verdict and same five named gaps as 3269-17599
