2713:3937	Directory	FRAME	6340	352	1
2713:3943	Breakpoint	FRAME	1450	164	1
2736:25840	Skai > Home > Add > 	FRAME	1440	900	0
2738:28626	Rectangle 147	RECTANGLE	720	720	1
6330:54594	Breakpoint	FRAME	1450	164	1
6330:54596	Breakpoint	FRAME	1450	164	1
9003:43516	Skai > Play > Casino	FRAME	1440	3294	1
9003:44223	Skai > Play > Casino	FRAME	768	1627	1
9003:44542	Skai > Play > Casino	FRAME	768	1607	1
9003:44847	Skai > Play > Casino	FRAME	375	1605	1
9062:16874	icons/action	INSTANCE	16	16	1
9062:16886	Auto Advanced Extend	FRAME	356	695	1
9062:17693	Auto	FRAME	356	621	1
9069:1068	Auto No Infinity	FRAME	356	621	1
9065:1579	Auto Advanced Displa	FRAME	356	621	1
10192:2949	input/toggle	INSTANCE	41	24	1
9069:859	Desktop Full Game	FRAME	954	621	1
9069:1343	Desktop Full Game Ad	FRAME	954	621	1
9069:1458	Desktop Full Game Ro	FRAME	954	621	1
9069:2257	Desktop Full Game Wi	FRAME	954	621	1
9069:2378	Desktop Full Game Mu	FRAME	954	621	1
9069:1141	Desktop First Roll	FRAME	954	621	1
9069:959	Desktop Pre Game	FRAME	954	621	1
9069:8353	Frame 1000003769	FRAME	468	695	1
9079:6558	Frame 1000004020	FRAME	468	449	1
9079:6072	Frame 270	FRAME	422	695	1
9079:6413	Frame 1000004019	FRAME	422	449	1
9088:1354	Frame 1000003779	FRAME	347	359	1
9088:1630	Frame 1000004021	FRAME	347	687	1
9088:4654	Auto Advanced Displa	FRAME	356	621	1
9088:4795	CTA/button	INSTANCE	324	52	1
9088:4801	CTA/button	INSTANCE	324	52	1
9175:9528	card	FRAME	160	42	1
10120:1004	Screenshot 2026-08-1	RECTANGLE	1227	791	1
10120:1005	Screenshot 2026-08-1	RECTANGLE	1167	699	1
10215:1015	Screenshot 2026-08-2	RECTANGLE	1193	722	1
