13008:110719	Directory	FRAME	8625	352	1
13008:110725	Directory	FRAME	10322	352	1
13008:110731	Directory	FRAME	6340	352	1
13346:161181	Directory	FRAME	6340	352	1
13008:110738	Breakpoint	FRAME	1450	164	1
13008:110740	Breakpoint	FRAME	1450	164	1
13008:110742	Skai > Home > Whales	FRAME	1440	900	1
13008:110870	Skai > Home > Whales	FRAME	1440	900	1
13008:111263	Skai > Home > Whales	FRAME	1440	900	1
13008:111656	Skai > Home > Whales	FRAME	1440	900	1
13008:112079	Skai > Home > Whales	FRAME	1440	1722	1
13008:112491	Skai > Pro 1VH (1440	FRAME	1440	900	1
13008:112676	Skai > Pro ALT 1VH (	FRAME	1440	900	1
13008:112937	Skai > Pro ALT stret	FRAME	2046	900	1
13008:113198	Plans - long view	FRAME	303	3596	1
13008:113481	Skai > Pro > checkou	FRAME	1440	900	1
13008:113591	Skai > Pro > checkou	FRAME	1440	900	1
13008:113728	Skai > Pro > checkou	FRAME	1440	900	1
13008:113803	Skai > Pro > checkou	FRAME	1440	900	1
13008:113950	Awaiting	FRAME	680	402	1
13008:113961	Confirmed	FRAME	680	402	1
13008:113980	Token selected	FRAME	680	398	1
13008:114000	Skai > Pro > checkou	FRAME	1440	900	1
13008:114086	Skai > Pro - expande	FRAME	1440	1478	1
13008:114351	dropdown-3	FRAME	200	160	1
13008:114364	dropdown-3	FRAME	120	198	1
13008:114375	Technicals - Sell	FRAME	448	445	1
13008:114424	Technicals - Buy	FRAME	448	445	1
13008:114473	Skai > Home > Add > 	FRAME	1440	900	1
13008:114604	sidebar - open	FRAME	248	844	1
13008:114693	sidebar - open - age	FRAME	248	844	1
13445:183914	sidebar - open - age	FRAME	248	844	1
13008:114782	sidebar - open - age	FRAME	248	844	1
13008:114883	Rectangle 158	RECTANGLE	151	720	1
13008:114884	Rectangle 161	RECTANGLE	151	720	1
13008:114885	Rectangle 160	RECTANGLE	151	720	1
13388:150266	Rectangle 163	RECTANGLE	151	720	1
13008:114886	Rectangle 150	RECTANGLE	720	720	1
13008:114887	Rectangle 153	RECTANGLE	720	720	1
13008:114888	Rectangle 154	RECTANGLE	720	720	1
13346:161188	Rectangle 162	RECTANGLE	720	720	1
13008:114889	Skai > Home > Add > 	FRAME	1440	900	1
13008:115013	Skai > Home > Add > 	FRAME	1440	900	1
13008:115137	Skai > Home > Whales	FRAME	1440	900	1
13008:115463	Skai > Home > Whales	FRAME	1440	900	1
13008:115820	Skai > Home > Whales	FRAME	1440	900	1
13008:116049	Skai > Home > Whales	FRAME	1440	900	1
13008:116519	X accounts - My list	FRAME	448	674	1
13008:116574	X accounts - My list	FRAME	448	674	1
13008:116645	Skai > Home > Whales	FRAME	1440	900	1
13008:116935	Notes	WIDGET	342	325	1
13008:116959	Notes	WIDGET	342	268	1
